"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.605278370E2,4.480563649E1,2.047506225E1,1.238623876E2,1.683215332E2,6.200000048E-1,1.730000000E2,1.757209232E-1,3.790092468E0,3.360756636E0,2.600000000E1
1.615270582E2,4.480563414E1,2.047505938E1,1.236649353E2,1.681240845E2,0.000000000E0,NaN,1.758739490E-1,3.790092468E0,2.786704063E0,2.400000000E1
1.625277547E2,4.480563344E1,2.047505771E1,1.241468671E2,1.686060181E2,0.000000000E0,NaN,1.760270885E-1,3.790092468E0,2.713688850E0,2.400000000E1
1.635278549E2,4.480563265E1,2.047505612E1,1.241910547E2,1.686502075E2,0.000000000E0,NaN,1.763679961E-1,3.790092468E0,2.657976151E0,2.500000000E1
1.645277608E2,4.480563287E1,2.047505181E1,1.244152328E2,1.688743896E2,0.000000000E0,NaN,1.765391541E-1,3.790092468E0,2.599707842E0,2.400000000E1
1.655278880E2,4.480563360E1,2.047504990E1,1.244193816E2,1.688785400E2,0.000000000E0,NaN,1.769818124E-1,3.790092468E0,2.541029453E0,2.400000000E1
1.665273542E2,4.480562992E1,2.047504776E1,1.250582943E2,1.695174561E2,2.199999988E-1,1.646000061E2,1.775055514E-1,3.790092468E0,2.536602259E0,2.200000000E1
1.675276707E2,4.480562569E1,2.047504484E1,1.252925430E2,1.697517090E2,0.000000000E0,NaN,1.778225609E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.685273093E2,4.480562295E1,2.047504373E1,1.253132929E2,1.697724609E2,0.000000000E0,NaN,1.779725527E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.695273195E2,4.480562186E1,2.047504261E1,1.254320659E2,1.698912354E2,0.000000000E0,NaN,1.790563585E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.705279262E2,4.480561344E1,2.047504953E1,1.241796281E2,1.686387939E2,1.190000057E0,1.420000000E2,1.803830226E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.715271734E2,4.480560300E1,2.047505767E1,1.235831357E2,1.680422974E2,1.269999981E0,1.415000000E2,1.831351920E-1,3.790092468E0,2.608198643E0,2.200000000E1
1.725273602E2,4.480558713E1,2.047508444E1,1.236544448E2,1.681135864E2,2.980000019E0,1.288999939E2,1.891522767E-1,3.790092468E0,2.626427650E0,2.100000000E1
1.735277788E2,4.480554830E1,2.047513756E1,1.238802511E2,1.683393555E2,5.400000095E0,1.225000000E2,1.943710955E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.745271534E2,4.480552249E1,2.047519281E1,1.238729707E2,1.683320312E2,5.250000000E0,1.218000031E2,2.002248262E-1,3.790092468E0,2.595407009E0,2.200000000E1
1.755278318E2,4.480549255E1,2.047525384E1,1.244038414E2,1.688628540E2,6.219999790E0,1.200999985E2,2.063820781E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.765280290E2,4.480546189E1,2.047531883E1,1.246477893E2,1.691067505E2,6.210000038E0,1.215000000E2,2.127390162E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.775277238E2,4.480543182E1,2.047538736E1,1.247603322E2,1.692192383E2,6.349999905E0,1.206999969E2,2.191431485E-1,3.790092468E0,2.549156189E0,2.300000000E1
1.785272851E2,4.480540243E1,2.047545717E1,1.248156255E2,1.692744751E2,6.789999962E0,1.205999985E2,2.256234756E-1,3.790092468E0,2.734241247E0,2.200000000E1
1.795279220E2,4.480537244E1,2.047552760E1,1.248227624E2,1.692815552E2,6.309999943E0,1.216999969E2,2.320039228E-1,3.790092468E0,2.669259787E0,2.000000000E1
1.805279146E2,4.480534406E1,2.047559789E1,1.250659228E2,1.695246582E2,6.449999809E0,1.214000015E2,2.383349010E-1,3.790092468E0,2.587584734E0,2.100000000E1
1.815278438E2,4.480530991E1,2.047566210E1,1.247894830E2,1.692481689E2,5.679999828E0,1.241999969E2,2.443016912E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.825277104E2,4.480527788E1,2.047572278E1,1.253400060E2,1.697986450E2,5.380000114E0,1.238000031E2,2.497464054E-1,3.790092468E0,2.500000000E0,2.300000000E1
1.835278530E2,4.480525197E1,2.047578134E1,1.256266130E2,1.700852051E2,5.090000153E0,1.205000000E2,2.533855911E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.845279253E2,4.480524432E1,2.047582619E1,1.266319633E2,1.710905151E2,3.559999943E0,1.121999969E2,2.546680298E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.855271683E2,4.480523722E1,2.047583900E1,1.264392240E2,1.708977661E2,8.199999928E-1,1.125999985E2,2.551262194E-1,3.790092468E0,2.500000000E0,2.300000000E1
1.865278665E2,4.480523374E1,2.047583589E1,1.264281114E2,1.708866577E2,0.000000000E0,NaN,2.551894254E-1,3.790092468E0,2.500000000E0,1.800000000E1
1.875275983E2,4.480523338E1,2.047583651E1,1.266563224E2,1.711148682E2,0.000000000E0,NaN,2.553049907E-1,3.790092468E0,2.573246479E0,1.800000000E1
1.885283633E2,4.480523256E1,2.047583741E1,1.270117917E2,1.714703369E2,0.000000000E0,NaN,2.555880966E-1,3.790092468E0,2.849853992E0,2.100000000E1
1.895280229E2,4.480523224E1,2.047583385E1,1.275628136E2,1.720213623E2,0.000000000E0,NaN,2.557074513E-1,3.790092468E0,2.938272476E0,1.800000000E1
1.905280363E2,4.480523117E1,2.047583373E1,1.272844928E2,1.717430420E2,0.000000000E0,NaN,2.559754756E-1,3.790092468E0,2.891181231E0,1.700000000E1
1.915288911E2,4.480522995E1,2.047583666E1,1.274290264E2,1.718875732E2,0.000000000E0,NaN,2.560353265E-1,3.790092468E0,2.899589062E0,1.900000000E1
1.925273462E2,4.480522963E1,2.047583727E1,1.272877915E2,1.717463379E2,0.000000000E0,NaN,2.562195164E-1,3.790092468E0,2.912582874E0,2.000000000E1
1.935271841E2,4.480522873E1,2.047583923E1,1.273234376E2,1.717819824E2,0.000000000E0,NaN,2.562995029E-1,3.790092468E0,2.709678888E0,2.000000000E1
1.945278358E2,4.480522814E1,2.047583981E1,1.272444585E2,1.717030029E2,0.000000000E0,NaN,2.563415523E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.955284663E2,4.480522818E1,2.047584034E1,1.272727793E2,1.717313232E2,0.000000000E0,NaN,2.565729395E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.965271839E2,4.480522611E1,2.047584004E1,1.274126098E2,1.718711548E2,0.000000000E0,NaN,2.567706320E-1,3.790092468E0,2.500000000E0,1.500000000E1
1.975270301E2,4.480522756E1,2.047583859E1,1.272807730E2,1.717393188E2,0.000000000E0,NaN,2.569432439E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.985277437E2,4.480522911E1,2.047583847E1,1.273576167E2,1.718161621E2,0.000000000E0,NaN,2.571354656E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.995273545E2,4.480523077E1,2.047583779E1,1.274826777E2,1.719412231E2,0.000000000E0,NaN,2.571529640E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.005273190E2,4.480523075E1,2.047583757E1,1.274439201E2,1.719024658E2,0.000000000E0,NaN,2.571846973E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.015271575E2,4.480523078E1,2.047583797E1,1.274391598E2,1.718977051E2,0.000000000E0,NaN,2.572027207E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.025287715E2,4.480523069E1,2.047583778E1,1.274541742E2,1.719127197E2,0.000000000E0,NaN,2.572295968E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.035278037E2,4.480523063E1,2.047583811E1,1.274923825E2,1.719509277E2,0.000000000E0,NaN,2.572781791E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.045278817E2,4.480523084E1,2.047583865E1,1.274128543E2,1.718713989E2,0.000000000E0,NaN,2.573020111E-1,3.790092468E0,2.500000000E0,1.800000000E1
2.055274612E2,4.480523078E1,2.047583894E1,1.273225225E2,1.717810669E2,0.000000000E0,NaN,2.573461089E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.065278926E2,4.480523045E1,2.047583863E1,1.272714357E2,1.717299805E2,0.000000000E0,NaN,2.573923140E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.075275143E2,4.480523014E1,2.047583824E1,1.272976803E2,1.717562256E2,0.000000000E0,NaN,2.574238603E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.085277168E2,4.480522988E1,2.047583840E1,1.272339597E2,1.716925049E2,0.000000000E0,NaN,2.574406172E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.095278531E2,4.480522980E1,2.047583822E1,1.272345088E2,1.716930542E2,0.000000000E0,NaN,2.574784200E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.105271830E2,4.480522995E1,2.047583865E1,1.271176269E2,1.715761719E2,0.000000000E0,NaN,2.574806439E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.115277428E2,4.480522993E1,2.047583865E1,1.271323364E2,1.715908813E2,0.000000000E0,NaN,2.574980962E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.125278475E2,4.480522979E1,2.047583855E1,1.271649290E2,1.716234741E2,0.000000000E0,NaN,2.575155267E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.135275176E2,4.480522971E1,2.047583836E1,1.272123531E2,1.716708984E2,0.000000000E0,NaN,2.575315860E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.145271662E2,4.480522957E1,2.047583831E1,1.272100337E2,1.716685791E2,0.000000000E0,NaN,2.575554001E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.155278377E2,4.480522949E1,2.047583803E1,1.272307853E2,1.716893311E2,0.000000000E0,NaN,2.575664707E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.165274992E2,4.480522940E1,2.047583797E1,1.272353019E2,1.716938477E2,0.000000000E0,NaN,2.575750363E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.175275172E2,4.480522937E1,2.047583807E1,1.272423820E2,1.717009277E2,0.000000000E0,NaN,2.575839668E-1,3.790092468E0,2.500000000E0,1.500000000E1
2.185275153E2,4.480522929E1,2.047583806E1,1.272572746E2,1.717158203E2,0.000000000E0,NaN,2.575944372E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.195275106E2,4.480522921E1,2.047583799E1,1.272534903E2,1.717120361E2,0.000000000E0,NaN,2.576143662E-1,3.790092468E0,2.500000000E0,1.800000000E1
2.205274838E2,4.480522904E1,2.047583791E1,1.272150380E2,1.716735840E2,0.000000000E0,NaN,2.576264513E-1,3.790092468E0,2.500000000E0,1.700000000E1
2.215276461E2,4.480522894E1,2.047583785E1,1.272106434E2,1.716691895E2,0.000000000E0,NaN,2.577013047E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.225277295E2,4.480522851E1,2.047583858E1,1.273037225E2,1.717622681E2,0.000000000E0,NaN,2.577164585E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.235277213E2,4.480522849E1,2.047583839E1,1.273189201E2,1.717774658E2,0.000000000E0,NaN,2.577664704E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.245277231E2,4.480522813E1,2.047583801E1,1.273722643E2,1.718308105E2,0.000000000E0,NaN,2.578433031E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.255277137E2,4.480522750E1,2.047583761E1,1.273881939E2,1.718467407E2,0.000000000E0,NaN,2.578584181E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.265277176E2,4.480522738E1,2.047583770E1,1.273592023E2,1.718177490E2,0.000000000E0,NaN,2.579070131E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.275276524E2,4.480522695E1,2.047583759E1,1.273943583E2,1.718529053E2,0.000000000E0,NaN,2.579211774E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.285277167E2,4.480522688E1,2.047583744E1,1.273900856E2,1.718486328E2,0.000000000E0,NaN,2.579258968E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.295276986E2,4.480522684E1,2.047583746E1,1.273960671E2,1.718546143E2,0.000000000E0,NaN,2.579427571E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.305277184E2,4.480522671E1,2.047583757E1,1.274036355E2,1.718621826E2,0.000000000E0,NaN,2.603729614E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.315277144E2,4.480521499E1,2.047586357E1,1.276375430E2,1.720960693E2,2.490000010E0,1.220999985E2,2.646822263E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.325277101E2,4.480519371E1,2.047590922E1,1.273278258E2,1.717863159E2,4.639999866E0,1.226999969E2,2.698683636E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.335268795E2,4.480516834E1,2.047596438E1,1.269261974E2,1.713846436E2,5.250000000E0,1.225000000E2,2.755473675E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.345279918E2,4.480514299E1,2.047602687E1,1.271077058E2,1.715661011E2,5.539999962E0,1.211999969E2,2.806189134E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.355270647E2,4.480511994E1,2.047608234E1,1.270921869E2,1.715505371E2,4.969999790E0,1.208000031E2,2.855061290E-1,3.790092468E0,2.500000000E0,2.500000000E1
2.365277170E2,4.480509734E1,2.047613547E1,1.272613582E2,1.717196655E2,4.780000210E0,1.233000031E2,2.906452780E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.375273417E2,4.480507073E1,2.047618873E1,1.279833237E2,1.724415894E2,4.769999981E0,1.255999985E2,2.948534337E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.385271736E2,4.480505273E1,2.047623565E1,1.279463750E2,1.724046021E2,4.030000210E0,1.195000000E2,2.984631145E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.395275162E2,4.480503400E1,2.047627302E1,1.279572075E2,1.724154053E2,3.539999962E0,1.239000015E2,3.008805927E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.405419599E2,4.480502797E1,2.047630246E1,1.274104806E2,1.718686523E2,3.170000076E0,1.313999939E2,3.037353642E-1,3.821485758E0,2.500000000E0,2.400000000E1
2.415409599E2,4.480501420E1,2.047633300E1,1.273661324E2,1.718242798E2,2.660000086E0,1.323999939E2,3.062324799E-1,3.817999840E0,2.500000000E0,2.000000000E1
2.425427926E2,4.480500204E1,2.047635961E1,1.274979896E2,1.719561157E2,2.210000038E0,1.336999969E2,3.079084288E-1,3.823702574E0,2.500000000E0,1.700000000E1
2.435419599E2,4.480499441E1,2.047637793E1,1.276872745E2,1.721453857E2,1.480000019E0,1.351999969E2,3.084773501E-1,3.812332153E0,2.500000000E0,1.700000000E1
2.445419599E2,4.480499167E1,2.047638402E1,1.274676749E2,1.719257812E2,2.700000107E-1,1.370000000E2,3.085041909E-1,3.800177574E0,2.500000000E0,1.700000000E1
2.455419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796200037E0,2.500000000E0,1.600000000E1
2.465429599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800063133E0,2.500000000E0,1.600000000E1
2.475419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796273947E0,2.500000000E0,1.800000000E1
2.485416320E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796232700E0,2.500000000E0,1.800000000E1
2.495426462E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800064802E0,2.500000000E0,1.800000000E1
2.505419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800287485E0,2.500000000E0,1.700000000E1
2.515419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796228170E0,2.500000000E0,1.800000000E1
2.525419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796227694E0,2.500000000E0,1.700000000E1
2.535419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796231508E0,2.500000000E0,1.500000000E1
2.545419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800352335E0,2.500000000E0,1.700000000E1
2.555419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800065517E0,2.500000000E0,1.700000000E1
2.565409599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796475410E0,2.500000000E0,1.700000000E1
2.575419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800064564E0,2.500000000E0,1.500000000E1
2.585418804E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800064087E0,2.500000000E0,1.700000000E1
2.595417153E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796400547E0,2.500000000E0,1.700000000E1
2.605409599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796398163E0,2.500000000E0,1.700000000E1
2.615419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796226978E0,2.500000000E0,1.600000000E1
2.625428872E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.800389290E0,2.500000000E0,1.500000000E1
2.635449314E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796229601E0,2.500000000E0,1.600000000E1
2.645399599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.085041909E-1,3.796249628E0,2.500000000E0,1.500000000E1
2.655419599E2,4.480499189E1,2.047638388E1,1.274677358E2,1.719258423E2,0.000000000E0,NaN,3.091151721E-1,3.800068855E0,2.500000000E0,1.400000000E1
2.665419599E2,4.480498770E1,2.047638889E1,1.273288232E2,1.717869263E2,2.000000030E-1,7.180000305E1,3.092047078E-1,3.800107241E0,2.500000000E0,1.400000000E1
2.675389599E2,4.480498783E1,2.047639001E1,1.269696934E2,1.714277954E2,1.599999964E-1,7.219999695E1,3.092154929E-1,3.796436548E0,2.599892378E0,1.400000000E1
2.685437261E2,4.480498780E1,2.047638988E1,1.269899570E2,1.714480591E2,0.000000000E0,NaN,3.092154929E-1,3.821274042E0,2.599892378E0,1.500000000E1
2.695419599E2,4.480498780E1,2.047638988E1,1.269899570E2,1.714480591E2,0.000000000E0,NaN,3.113772912E-1,3.828032970E0,2.699683189E0,1.800000000E1
2.705260427E2,4.480496989E1,2.047640054E1,1.278294995E2,1.722875977E2,0.000000000E0,NaN,3.113940893E-1,3.790092468E0,2.500000000E0,1.500000000E1
2.715266185E2,4.480497003E1,2.047640062E1,1.278604444E2,1.723185425E2,0.000000000E0,NaN,3.114043455E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.725275146E2,4.480497003E1,2.047640075E1,1.278362136E2,1.722943115E2,0.000000000E0,NaN,3.114187866E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.735274358E2,4.480496991E1,2.047640082E1,1.278171096E2,1.722752075E2,0.000000000E0,NaN,3.114610845E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.745279631E2,4.480496956E1,2.047640061E1,1.278049023E2,1.722630005E2,0.000000000E0,NaN,3.114970063E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.755273855E2,4.480496929E1,2.047640036E1,1.278047799E2,1.722628784E2,0.000000000E0,NaN,3.115272069E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.765270429E2,4.480496918E1,2.047640001E1,1.278121648E2,1.722702637E2,0.000000000E0,NaN,3.115381141E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.775278243E2,4.480496910E1,2.047640009E1,1.277711492E2,1.722292480E2,0.000000000E0,NaN,3.115603943E-1,3.790092468E0,2.500000000E0,2.000000000E1
2.785262803E2,4.480496894E1,2.047640026E1,1.277423407E2,1.722004395E2,0.000000000E0,NaN,3.115859813E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.795275046E2,4.480496871E1,2.047640025E1,1.277182317E2,1.721763306E2,0.000000000E0,NaN,3.116305436E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.805279841E2,4.480496832E1,2.047640012E1,1.277206729E2,1.721787720E2,0.000000000E0,NaN,3.116530957E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.815277825E2,4.480496813E1,2.047640002E1,1.277310487E2,1.721891479E2,0.000000000E0,NaN,3.116736629E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.825276330E2,4.480496831E1,2.047640008E1,1.277320864E2,1.721901855E2,0.000000000E0,NaN,3.116859191E-1,3.790092468E0,2.500000000E0,1.900000000E1
2.835273657E2,4.480496838E1,2.047639996E1,1.277298280E2,1.721879272E2,0.000000000E0,NaN,3.116970665E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.845279179E2,4.480496828E1,2.047639995E1,1.277397767E2,1.721978760E2,0.000000000E0,NaN,3.117120504E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.855271502E2,4.480496841E1,2.047640000E1,1.277479555E2,1.722060547E2,0.000000000E0,NaN,3.117234324E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.865262139E2,4.480496833E1,2.047639991E1,1.277939759E2,1.722520752E2,0.000000000E0,NaN,3.117453719E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.875273172E2,4.480496826E1,2.047639965E1,1.278231504E2,1.722812500E2,0.000000000E0,NaN,3.117708374E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.885278924E2,4.480496823E1,2.047639933E1,1.278520197E2,1.723101196E2,0.000000000E0,NaN,3.118138013E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.895279824E2,4.480496818E1,2.047639987E1,1.279247131E2,1.723828125E2,0.000000000E0,NaN,3.118898141E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.905265941E2,4.480496803E1,2.047640081E1,1.279514473E2,1.724095459E2,0.000000000E0,NaN,3.119059191E-1,3.790092468E0,2.502629519E0,2.100000000E1
2.915276097E2,4.480496816E1,2.047640090E1,1.279728098E2,1.724309082E2,0.000000000E0,NaN,3.119682743E-1,3.790092468E0,2.573828936E0,2.500000000E1
2.925279897E2,4.480496860E1,2.047640139E1,1.280088211E2,1.724669189E2,0.000000000E0,NaN,3.119867253E-1,3.790092468E0,2.500000000E0,2.400000000E1
2.935264868E2,4.480496875E1,2.047640149E1,1.280052813E2,1.724633789E2,0.000000000E0,NaN,3.120031935E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.945274373E2,4.480496888E1,2.047640159E1,1.280596027E2,1.725177002E2,0.000000000E0,NaN,3.120273823E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.955278778E2,4.480496909E1,2.047640167E1,1.280819417E2,1.725400391E2,0.000000000E0,NaN,3.120484538E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.965271550E2,4.480496923E1,2.047640185E1,1.280204185E2,1.724785156E2,0.000000000E0,NaN,3.120702682E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.975268105E2,4.480496939E1,2.047640169E1,1.279895346E2,1.724476318E2,0.000000000E0,NaN,3.121089151E-1,3.790092468E0,2.500000000E0,2.200000000E1
2.985273811E2,4.480496968E1,2.047640142E1,1.280331135E2,1.724912109E2,0.000000000E0,NaN,3.121286490E-1,3.790092468E0,2.500000000E0,2.100000000E1
2.995266048E2,4.480496963E1,2.047640118E1,1.280481279E2,1.725062256E2,0.000000000E0,NaN,3.121421070E-1,3.790092468E0,2.500000000E0,2.200000000E1
3.005274864E2,4.480496962E1,2.047640101E1,1.280539261E2,1.725120239E2,0.000000000E0,NaN,3.121434704E-1,3.790092468E0,2.500000000E0,2.100000000E1
3.015271350E2,4.480496963E1,2.047640102E1,1.280568558E2,1.725149536E2,0.000000000E0,NaN,3.121485087E-1,3.790092468E0,2.500000000E0,1.900000000E1
3.025265889E2,4.480496959E1,2.047640105E1,1.280527665E2,1.725108643E2,0.000000000E0,NaN,3.121723911E-1,3.790092468E0,2.500000000E0,2.200000000E1
